@x1,x2,x3,x4,x5,x6,x7,x8,y,zb,wt
0.55413,6.9462,1.3196,8.489,2.2834,4.5708,1.2157,0.67651,0,2,0
0.74077,5.2698,1.2273,8.4724,1.5942,4.494,0.77759,1.0303,0,2,0
1.1651,7.7893,2.2408,8.9521,1.5668,4.8372,1.2187,0.78365,0,2,0
1.0468,8.9875,1.7327,8.6897,1.8602,6.4622,1.9808,1.1623,0,2,0
1.5355,14.695,2.2156,12.366,1.533,7.6731,0.72291,1.1901,0,2,0
1.596,9.2009,2.4097,9.3126,1.6178,7.2773,3.4952,1.2535,0,2,0
1.0492,6.9444,2.3097,10.051,1.9619,8.309,1.4821,1.3287,0,2,0
1.4603,11.635,1.5544,9.7558,1.576,6.4237,2.2336,0.62639,0,2,0
1.9911,15.081,1.5184,9.2897,1.2055,6.492,0.62397,0.59134,0,2,0
4.2808,9.9097,2.15,9.5662,1.6328,8.4345,1.8185,0.81954,0,2,0
3.7075,10.394,1.6086,8.9997,1.3279,7.9747,1.3087,1.0452,0,2,0
2.1959,14.345,5.4281,15.219,2.0176,8.184,0.84779,0.87766,0,2,0
3.4099,16.83,3.6996,13.506,1.1482,7.9187,1.2838,0.94368,0,2,0
3.719,27.449,2.1038,13.573,1.924,7.9247,1.1463,0.79968,0,2,0
0.78243,8.742,1.9968,8.8465,1.2735,4.9149,1.2564,0.57511,0,2,0
4.0101,13.089,1.9214,10.473,1.4354,6.5499,1.5104,0.73095,0,2,0
1.1568,8.5183,1.5077,10.199,1.4827,7.7272,1.8808,0.91277,0,2,0
1.2817,7.9032,1.9198,9.2548,1.4524,5.9174,1.6907,0.87015,0,2,0
1.1683,12.922,1.8351,10.89,3.0134,7.5039,2.1758,0.9896,0,2,0
1.4121,8.3153,1.3421,8.1443,2.2632,5.4707,1.3239,0.80851,0,2,0
1.458,6.8377,1.3868,8.6726,1.6958,6.4708,1.7294,1.0521,0,2,0
0.61106,8.7752,2.6759,10.59,1.5241,5.2468,2.7268,0.74694,0,2,0
2.2876,16.532,3.3059,14.137,1.8662,7.2636,2.1239,0.86895,0,2,0
1.9932,15.031,2.0809,11.296,1.4901,8.4069,2.4057,0.88305,0,2,0
2.1691,14.186,1.8104,9.7367,0.99753,7.3232,2.2202,0.61403,0,2,0
3.4689,19.75,2.5966,11.205,1.4466,10.249,1.8209,0.80464,0,2,0
2.8163,12.921,2.9093,11.376,1.4971,7.808,1.875,0.87726,0,2,0
2.8491,15.488,2.477,11.552,1.5343,9.3751,1.9495,0.82223,0,2,0
2.0507,6.9778,3.108,10.633,1.7846,7.3091,0.86936,0.663,0,2,0
2.3587,11.663,3.3776,12.972,1.8955,7.2521,1.6562,0.8883,0,2,0
3.5237,18.089,2.7089,10.895,1.5452,6.7083,2.0004,0.58024,0,2,0
1.2629,19.819,2.6344,12.975,2.253,6.5554,1.2766,0.83039,0,2,0
1.9545,6.2875,1.3755,9.0292,1.9096,7.0014,1.8964,0.76699,0,2,0
1.5379,7.821,1.5201,9.0978,1.4659,4.9658,2.571,0.54718,0,2,0
3.2669,9.2369,3.004,13.116,3.1629,9.6674,3.3851,0.80948,0,2,0
1.6066,13.212,2.7824,14.659,1.8978,7.7566,1.5074,1.3463,0,2,0
2.0755,16.124,1.6846,9.881,1.5983,5.773,1.9306,0.81948,0,2,0
3.2013,10.421,2.9315,12.051,1.899,8.4228,2.7202,0.99555,0,2,0
1.6121,4.9449,2.0706,8.1877,1.2153,6.1695,0.74385,0.87463,0,2,0
3.3577,18.04,3.5319,15.471,1.6728,10.99,1.455,1.0878,0,2,0
2.4536,18.207,2.6464,13.418,1.4286,7.6158,2.167,0.70733,0,2,0
3.0586,16.623,2.5957,12.63,1.7362,10.878,2.5197,0.94989,0,2,0
1.8942,6.2945,2.6907,9.1367,0.91064,6.2263,1.3585,0.59116,0,2,0
3.0318,14.323,2.838,12.853,1.5941,7.6547,2.2349,0.76677,0,2,0
2.2552,11.842,3.1385,11.415,1.9914,7.8226,1.2863,1.1948,0,2,0
4.1599,21.393,2.7315,12.471,1.4529,8.1152,2.4298,0.64696,0,2,0
3.2245,12.358,2.1362,12.555,1.8944,8.0857,2.0901,0.6425,0,2,0
1.2131,5.7364,2.8433,11.015,1.7937,8.0792,1.7658,0.85321,0,2,0
3.9775,10.034,3.2131,11.364,2.5611,8.4452,1.1615,0.97725,0,2,0
2.9753,21.556,2.1076,10.192,1.3454,8.1549,1.8272,0.76607,0,2,0
1.4507,12.573,2.8283,10.837,1.5053,5.4675,0.89874,0.74667,0,2,0
1.6978,9.9208,2.4494,10.16,1.8104,5.844,1.0653,0.56121,0,2,0
2.6879,18.086,2.5558,10.137,1.3775,8.1056,1.3864,0.74225,0,2,0
2.6377,22.36,3.0093,13.957,2.1435,7.3862,2.0039,0.79639,0,2,0
2.1011,23.318,1.9561,11.535,1.2955,7.2649,2.3085,0.919,0,2,0
2.9328,14.373,2.0981,9.2129,1.2757,5.8068,1.2168,0.60338,0,2,0
1.2542,6.2294,2.7889,9.772,1.9274,6.9966,1.2954,0.92093,0,2,0
1.7336,7.9179,3.0974,11.595,2.0239,9.0594,0.54106,1.1319,0,2,0
2.7205,20.479,2.8122,11.613,1.0719,8.4833,0.70135,0.6068,0,2,0
2.1016,12.635,2.7783,10.415,1.0791,7.1313,1.471,0.64587,0,2,0
2.1306,12.955,2.5848,11.828,2.538,8.1489,1.3474,1.0008,0,2,0
5.0063,17.728,2.6959,13.317,1.8774,7.3257,1.1498,0.87603,0,2,0
0.75534,11.694,1.8963,10.731,1.8399,4.7776,2.1726,0.77412,0,2,0
0.67355,6.3999,1.929,9.7264,1.8161,5.0637,1.384,0.75381,0,2,0
3.3122,10.856,2.7325,11.5,1.5474,8.7942,1.578,0.80967,0,2,0
2.2422,12.996,2.5569,11.28,1.6219,7.1284,1.1916,0.81962,0,2,0
1.749,6.7952,2.0097,11.695,1.5466,6.4463,1.8652,0.58185,0,2,0
2.9132,18.085,2.3161,11.708,1.3341,7.937,1.5462,0.73695,0,2,0
1.591,10.371,3.2982,17.544,3.5304,8.2127,2.6161,0.94427,0,2,0
4.4975,9.6811,2.1927,10.305,2.5407,8.8229,1.7633,0.75037,0,2,0
2.5921,18.936,3.78,15.078,2.2382,10.56,1.623,0.85715,0,2,0
1.4798,12.073,2.2691,9.8411,1.5449,7.0964,1.4775,0.63595,0,2,0
1.1561,8.2225,2.6072,11.104,1.9645,8.0872,1.0184,1.1881,0,2,0
1.808,6.4926,1.8569,8.6073,1.8722,5.9222,1.0456,0.78277,0,2,0
1.3416,10.079,1.8771,9.8454,1.8057,7.0859,1.2928,1.4571,0,2,0
1.2046,8.6289,1.9031,10.684,2.4892,6.7723,1.5008,0.79465,0,2,0
10.658,27.789,4.6859,16.9,1.9056,12.394,3.5641,0.85076,0,2,0
3.4041,25.651,2.6855,11.657,0.97777,7.7519,2.3322,0.80775,0,2,0
3.3563,25.14,1.8908,12.241,1.5319,11.047,1.9522,0.60986,0,2,0
2.3263,8.8753,1.8541,9.3977,1.7166,6.4872,2.4155,0.69881,0,2,0
2.1294,15.767,3.3667,13.579,1.8432,12.126,2.0513,1.1737,0,2,0
2.0964,13.584,3.0445,16.098,2.2868,7.9046,1.4637,0.97204,0,2,0
2.4176,7.8836,2.4933,11.389,2.4776,7.0257,1.1689,1.1624,0,2,0
1.9619,10.25,1.885,9.422,1.6803,6.1369,2.0288,0.88086,0,2,0
1.5553,9.3759,1.8767,8.8127,1.1627,6.1923,1.7139,0.6239,0,2,0
1.4548,17.219,1.5671,10.488,2.1262,7.6732,2.3963,0.88293,0,2,0
2.406,5.8188,1.3864,8.9718,2.6741,7.1598,1.3311,1.1562,0,2,0
1.1483,9.5917,2.0837,10.133,2.0201,6.8754,2.7132,0.90432,0,2,0
1.2051,6.3082,1.3698,9.5622,1.8475,5.3783,1.1752,0.73881,0,2,0
2.1498,8.3879,2.2512,9.8835,1.4263,6.2696,2.249,0.77274,0,2,0
1.886,9.3808,3.6598,12.113,2.4451,8.5586,1.6089,1.0951,0,2,0
1.6723,8.506,1.4757,7.9074,1.082,5.8154,0.9291,0.83256,0,2,1
1.1035,9.7816,1.6371,9.3868,1.2627,6.4884,2.0554,0.86043,0,2,1
1.3287,6.2202,1.2167,7.1838,1.3289,5.9775,1.4387,0.82073,0,2,1
0.96127,8.9752,1.6062,8.2264,1.0125,5.8993,1.5575,1.0591,0,2,1
4.4484,13.304,2.7996,11.146,1.5087,7.4686,0.99178,0.77326,0,2,1
1.6811,11.515,3.6067,17.952,2.1255,11.406,2.6622,1.6888,0,2,1
2.2643,9.8441,1.518,9.6103,1.6713,8.6241,1.5647,1.0366,0,2,1
2.1203,12.964,4.6701,13.472,1.5397,7.9318,2.2008,0.94929,0,2,1
1.4461,10.859,1.5295,9.478,1.5349,8.0998,3.3262,0.90432,0,2,1
1.9344,18.322,3.0583,14.258,1.7066,8.4851,1.5769,1.0489,0,2,1
8.4313,0.47596,8.2368,1.3924,1.2192,5.7593,3.5525,0.55346,0,3,0
6.0655,0.84283,7.6103,1.2341,1.503,6.4114,1.0944,0.55182,0,3,0
5.0043,0.36429,7.5997,1.5309,1.4945,5.2121,0.90807,0.9072,0,3,0
5.3533,0.84215,7.6729,1.3434,1.3778,5.4224,0.62842,0.51362,0,3,0
4.3622,1.7552,8.4455,1.2811,1.4257,5.6138,0.80909,0.81704,0,3,0
8.456,1.6782,7.981,1.0979,1.4844,5.7778,0.93165,0.82904,0,3,0
6.7382,1.3703,6.6055,0.91949,1.0741,4.9209,0.89353,0.65714,0,3,0
7.2007,1.0162,7.6946,1.4619,1.4135,5.6661,1.8931,0.84076,0,3,0
9.7544,1.094,9.4836,1.2961,1.6579,6.4798,2.0495,0.86415,0,3,0
6.7326,1.3429,8.4354,1.1892,2.3842,5.7995,1.0085,0.55171,0,3,0
8.1558,3.5647,7.5748,1.2045,1.2735,5.3682,1.1897,0.45726,0,3,0
6.8912,0.96822,7.734,1.2639,1.565,4.9836,0.74399,0.74546,0,3,0
5.7305,2.187,6.2208,1.1725,1.0779,5.1555,1.2016,0.68708,0,3,0
6.1887,1.3329,7.2865,1.3733,1.237,5.9299,1.4362,0.81558,0,3,0
7.072,1.4055,7.8296,1.4307,1.4071,5.0665,0.97759,0.64627,0,3,0
9.0039,0.96173,8.3176,1.0395,1.6276,5.8553,1.5314,1.0614,0,3,0
6.4538,2.1447,8.9981,1.4981,2.3768,6.1438,1.2599,0.90983,0,3,0
13.132,4.4861,11.217,1.5563,2.8036,7.4249,1.0044,0.77159,0,3,0
6.9349,0.54093,8.6232,2.3651,1.3353,4.5421,1.2152,0.67426,0,3,0
5.3065,0.72892,8.5804,1.626,1.2373,4.4571,0.78564,1.0271,0,3,0
7.8203,1.1516,9.0593,1.6073,2.2483,4.814,1.2416,0.79032,0,3,0
8.9982,1.0394,8.8327,1.9193,1.7475,6.4261,1.9994,1.1638,0,3,0
14.736,1.5408,12.59,1.5762,2.25,7.6205,0.73331,1.1864,0,3,0
9.2388,1.5952,9.4063,1.6391,2.4381,7.2327,3.5176,1.245,0,3,0
6.9724,1.04,10.185,2.0074,2.3365,8.2757,1.4888,1.3265,0,3,0
11.761,1.449,9.8645,1.611,1.5596,6.3922,2.2429,0.62809,0,3,0
9.9914,4.27,9.6741,1.673,2.1602,8.3703,1.8133,0.8171,0,3,0
10.3,3.7786,9.1253,1.3702,1.6234,7.9273,1.3041,1.0406,0,3,0
14.37,2.1908,15.359,2.0786,5.4404,8.1461,0.85408,0.88037,0,3,0
16.82,3.4333,13.645,1.1816,3.7412,7.8629,1.2962,0.9435,0,3,0
8.7774,0.77558,8.9665,1.304,2.0163,4.8874,1.2812,0.57256,0,3,0
13.041,4.0059,10.598,1.4792,1.9382,6.5252,1.5199,0.7311,0,3,0
8.5043,1.1386,10.314,1.5244,1.5195,7.6854,1.8876,0.90821,0,3,0
7.9641,1.2791,9.3749,1.4924,1.9309,5.8735,1.7141,0.86676,0,3,0
13.079,1.1564,11.082,3.1104,1.8533,7.4419,2.21,0.98009,0,3,0
6.8455,1.4529,8.8138,1.7419,1.409,6.4473,1.75,1.0466,0,3,0
11.733,1.6714,18.561,2.1975,3.7273,11.473,2.7327,1.7028,0,3,0
8.8355,0.6038,10.763,1.5664,2.7136,5.2112,2.727,0.7484,0,3,0
16.667,2.2592,14.245,1.9207,3.3185,7.2442,2.1408,0.86467,0,3,0
15.038,1.9693,11.519,1.5439,2.1159,8.3778,2.4272,0.87579,0,3,0
14.222,2.1704,9.8612,1.0161,1.8238,7.2838,2.2502,0.61351,0,3,0
19.916,3.4225,11.328,1.4775,2.6284,10.182,1.8219,0.8013,0,3,0
13.07,2.7852,11.498,1.5234,2.9284,7.7355,1.9134,0.87803,0,3,0
15.62,2.8377,11.642,1.5626,2.4878,9.336,1.9669,0.81715,0,3,0
7.0619,2.0171,10.733,1.8242,3.1295,7.2752,0.88033,0.66025,0,3,0
11.707,2.3534,13.165,1.9461,3.4178,7.2216,1.6573,0.88298,0,3,0
18.086,3.5107,11.018,1.5807,2.7334,6.6565,2.0221,0.57735,0,3,0
19.763,1.2367,13.14,2.3243,2.6374,6.5286,1.2905,0.83108,0,3,0
6.2991,1.9295,9.1568,1.968,1.3909,6.949,1.8978,0.76064,0,3,0
7.8859,1.5173,9.233,1.4977,1.5399,4.9424,2.6066,0.54384,0,3,0
9.2281,3.2318,13.288,3.2694,3.0291,9.619,3.3931,0.81157,0,3,0
13.352,1.603,14.872,1.9517,2.8236,7.7301,1.5399,1.3415,0,3,0
16.246,2.0428,10.04,1.6527,1.6997,5.7288,1.9517,0.81682,0,3,0
10.547,3.1898,12.206,1.9552,2.9285,8.3871,2.7674,1.0014,0,3,0
4.9984,1.5953,8.2883,1.2476,2.0796,6.1411,0.75885,0.87579,0,3,0
17.999,3.3378,15.606,1.7259,3.5543,10.932,1.438,1.0957,0,3,0
18.347,2.4347,13.572,1.4682,2.6583,7.5924,2.204,0.70853,0,3,0
6.3914,1.8864,9.3248,0.94096,2.7356,6.2015,1.3794,0.59536,0,3,0
14.411,3.0182,13.019,1.6343,2.8671,7.6161,2.2646,0.76644,0,3,0
11.768,2.2302,11.593,2.0514,3.1656,7.8029,1.2883,1.1949,0,3,0
21.329,4.1329,12.604,1.4826,2.7414,8.095,2.433,0.64528,0,3,0
12.391,3.1875,12.674,1.9471,2.1429,8.0414,2.0975,0.63554,0,3,0
5.7564,1.1947,11.177,1.841,2.8704,8.0489,1.7761,0.85561,0,3,0
9.968,3.9858,11.493,2.6137,3.2457,8.4136,1.1733,0.97587,0,3,0
21.429,2.9484,10.293,1.3748,2.138,8.1075,1.8103,0.76244,0,3,0
12.547,1.4469,10.979,1.5457,2.8518,5.4335,0.92299,0.74692,0,3,0
10.017,1.6745,10.322,1.8512,2.4652,5.8138,1.08,0.56225,0,3,0
18.041,2.6645,10.217,1.4229,2.5532,8.0748,1.4055,0.7464,0,3,0
22.176,2.6319,14.138,2.1979,3.0397,7.3458,2.0216,0.79736,0,3,0
23.199,2.0691,11.611,1.331,1.9552,7.2192,2.347,0.91525,0,3,0
14.254,2.9074,9.3143,1.3053,2.1153,5.7632,1.2336,0.59941,0,3,0
6.3501,1.2559,9.9506,1.9971,2.8242,6.954,1.3095,0.9165,0,3,0
20.483,2.7085,11.709,1.0901,2.8288,8.4077,0.69648,0.606,0,3,0
12.678,2.0937,10.544,1.1021,2.8113,7.0891,1.4886,0.64353,0,3,0
13.048,2.1103,11.998,2.6006,2.6085,8.0905,1.3614,0.99183,0,3,0
11.793,0.74963,10.862,1.8979,1.9023,4.7373,2.1983,0.77359,0,3,0
6.4124,0.65777,9.8245,1.8528,1.9376,5.0453,1.3931,0.74882,0,3,0
10.855,3.2821,11.601,1.5819,2.7528,8.7431,1.5972,0.81108,0,3,0
10.572,1.5853,17.953,3.649,3.3381,8.19,2.6769,0.95596,0,3,0
9.6372,4.5019,10.456,2.6262,2.2134,8.7759,1.7572,0.75646,0,3,0
18.893,2.5869,15.219,2.2857,3.807,10.521,1.635,0.85091,0,3,0
12.233,1.4929,9.9941,1.578,2.2909,7.0669,1.4838,0.63532,0,3,0
