@x1,x2,x3,x4,x5,x6,x7,x8,y,zb,wt
4.1155,2.9034,1.6417,5.4813,9.3832,4.2747,3.6581,2.1301,0,1,0
4.3973,3.7776,1.7562,5.7236,10.719,2.5107,3.7733,3.1439,0,1,0
2.7939,2.2876,1.9474,5.669,5.9343,1.798,2.7873,1.5697,0,1,0
2.899,3.5215,2.0829,4.2535,8.9639,2.3342,2.3703,2.2428,0,1,0
2.6906,3.3333,1.4862,5.0932,6.5149,2.395,1.8145,2.0267,0,1,0
3.607,2.3231,1.3318,6.8894,8.2114,3.5483,2.0044,1.8134,0,1,0
3.2312,2.9011,1.1885,6.711,10.35,3.1206,1.9389,2.1355,0,1,0
2.3182,3.1312,1.8085,4.9526,6.0591,2.1381,2.0375,1.4304,0,1,0
3.3734,5.8738,2.4177,8.492,7.1194,2.1197,5.8969,2.6303,0,1,0
3.913,3.1783,3.4136,6.3151,7.2673,1.2574,3.1535,2.3588,0,1,0
3.1595,3.1689,2.2387,4.3375,8.2411,1.759,2.401,2.0706,0,1,0
4.4029,4.83,4.4505,6.9204,11.04,3.6077,2.5255,2.7594,0,1,0
2.5469,2.3646,2.7406,10.669,9.0242,1.5292,2.3674,2.5849,0,1,0
3.8637,3.8284,4.1034,8.317,13.049,4.5024,4.5063,1.9681,0,1,0
1.9851,7.1523,2.4489,4.5229,9.4209,2.4279,6.1457,3.2538,0,1,0
6.5922,6.6897,4.2591,8.9124,9.4835,1.8859,3.5868,3.3059,0,1,0
2.2661,5.217,3.0235,5.9482,9.2012,1.7958,3.7532,2.0735,0,1,0
3.1791,4.8756,3.0995,8.6981,11.727,2.6555,4.0558,1.8843,0,1,0
3.6131,3.902,3.5421,4.3608,6.4322,1.8585,2.8986,3.5065,0,1,0
4.9703,6.6871,5.8345,11.303,11.821,1.6145,3.3953,4.7955,0,1,0
5.2942,7.0021,3.6987,6.17,8.9819,2.9518,4.3295,3.6652,0,1,0
6.9253,7.6836,4.7816,10.54,16.59,3.5501,4.4013,3.0021,0,1,0
2.8078,2.7008,1.4428,4.7208,7.3786,2.8222,1.5075,1.7038,0,1,0
1.4616,2.7185,1.081,3.7305,6.9973,2.942,2.6804,1.5466,0,1,0
2.4136,5.2949,2.1345,4.1853,5.6136,1.225,4.7971,1.8896,0,1,0
4.199,4.2915,2.3791,12.671,17.899,3.8963,4.011,2.1611,0,1,0
5.0858,7.4789,2.4628,13.924,21.242,6.9165,5.2253,3.1074,0,1,0
3.575,4.0093,2.0583,4.6552,6.3043,1.0966,3.4571,2.2594,0,1,0
3.7909,5.3041,2.111,11.782,13.096,3.205,3.7233,1.564,0,1,0
2.8209,5.2191,1.8184,6.894,9.1499,1.0265,3.928,1.881,0,1,0
3.8916,4.2544,2.1987,7.2295,8.6595,2.1475,2.6631,2.1854,0,1,0
3.3571,3.4381,4.7245,11.236,9.041,3.3487,3.432,3.2975,0,1,0
3.8612,8.5899,3.3487,10.427,11.49,1.9253,7.1687,3.7913,0,1,0
8.4013,4.927,3.1256,13.055,8.2363,1.3443,3.3751,2.0744,0,1,0
5.124,6.0597,2.7248,10.731,9.3262,1.6816,4.7503,2.3616,0,1,0
2.9201,2.9463,2.6863,8.5503,6.9269,1.8753,3.2631,1.83,0,1,0
5.0631,5.3871,4.5934,9.8811,11.136,1.966,4.6026,2.8976,0,1,0
4.4382,7.7542,3.4377,12.19,15.96,2.9255,5.2962,3.615,0,1,0
3.8646,3.8097,2.7803,11.049,7.6604,1.337,2.4794,2.1445,0,1,0
8.0408,6.8007,2.7582,8.9673,12.546,1.6817,6.2316,3.0115,0,1,0
2.2382,4.4671,1.9892,6.2693,7.6883,3.1886,3.8958,1.5559,0,1,0
3.6924,5.0415,4.4361,6.4994,13.002,3.8969,4.923,2.9384,0,1,0
8.8114,8.1623,3.1746,28.56,20.772,1.9085,6.6518,3.8547,0,1,0
9.5789,7.1365,2.5699,25.911,13.944,2.2389,4.5007,3.1863,0,1,0
4.8452,7.6875,6.0119,12.695,11.66,2.1883,5.4862,7.0912,0,1,0
5.5633,3.7252,2.8918,9.5494,11.353,2.4901,1.764,3.3148,0,1,0
2.4856,4.6975,2.3672,9.5972,8.9245,1.3103,3.3797,2.1717,0,1,0
3.2713,5.3573,2.6116,6.1181,8.2948,1.6521,4.265,2.7314,0,1,0
2.6069,3.0457,1.3418,8.986,10.146,3.6283,2.4835,1.5179,0,1,1
7.4151,8.0183,4.5131,7.8744,8.9586,1.1686,3.9309,2.465,0,1,1
2.5238,3.6833,1.9398,5.9895,13.088,3.2035,3.721,2.3264,0,1,1
4.8971,3.9537,2.5712,5.6512,8.6895,1.9601,4.663,3.6079,0,1,1
5.5379,5.3335,4.7182,8.3247,10.226,2.5111,3.3674,3.8179,0,1,1
3.1141,2.8504,4.6905,7.1407,9.7086,1.6535,3.124,2.8545,0,1,1
2.755,3.4995,1.4405,8.3467,8.1337,1.1736,2.9197,1.6738,0,1,1
4.1919,5.6189,3.6731,7.3706,11.669,2.2445,5.5892,2.0484,0,1,1
6.9745,6.0618,4.3026,11.216,17.906,3.0711,3.0963,4.8308,0,1,1
0.63104,3.3637,3.8428,1.2411,5.8939,1.0909,1.67,1.1927,0,2,0
1.5882,3.3433,4.6784,1.2392,7.1654,2.1317,2.075,1.3082,0,2,0
0.78865,2.7937,5.8643,0.84968,4.8197,0.83613,1.6384,1.1133,0,2,0
1.6385,3.2985,5.9619,0.78904,6.2832,1.3338,2.2888,1.266,0,2,0
0.60831,2.7994,4.8221,1.1549,5.2174,0.76616,1.8332,1.7861,0,2,0
0.9695,3.2756,4.7548,0.89676,5.9049,1.8759,2.8885,2.0244,0,2,0
1.3548,3.6882,5.8921,1.2261,8.2932,2.2441,2.5287,1.6178,0,2,0
1.2694,3.3019,5.21,1.044,10.129,5.2469,2.9898,1.1573,0,2,0
0.95678,2.895,5.6377,0.98161,4.7531,0.80781,2.1888,1.3418,0,2,0
1.291,3.0371,3.6589,1.1256,5.2643,1.1008,2.142,1.1371,0,2,0
6.0667,4.1191,11.251,1.6585,15.565,5.8059,4.3897,2.5923,0,2,0
2.268,4.0751,5.7087,1.0139,10.243,3.267,2.7889,1.7062,0,2,0
2.9051,3.6886,11.446,1.4883,10.052,4.1989,3.4374,1.4803,0,2,0
1.8146,3.0562,9.0091,1.339,9.9908,3.5465,2.4645,1.5497,0,2,0
1.0822,3.0337,5.0318,1.1764,6.4615,1.8446,2.2449,1.4861,0,2,0
3.7343,3.479,6.5171,2.1468,10.541,1.7443,2.5825,1.8195,0,2,0
1.4594,2.5005,12.827,1.4023,7.9616,2.8974,1.8519,2.398,0,2,0
1.9452,3.3127,6.3051,1.1121,8.503,2.8183,2.9522,1.6733,0,2,0
1.3372,3.4761,6.9342,1.4817,6.6287,1.268,2.6698,1.7339,0,2,0
1.4569,3.8396,5.3787,2.2059,7.3941,1.6063,4.3289,1.7191,0,2,0
1.1088,3.6029,6.6834,1.539,7.5007,1.0998,3.2891,1.7334,0,2,0
1.3976,4.8793,8.4762,2.3102,7.4996,1.198,3.0884,2.6134,0,2,0
4.6181,4.7342,5.709,1.6397,12.942,2.76,3.4252,2.2493,0,2,0
1.4952,3.5343,7.0998,1.6257,6.3628,0.73208,2.1138,1.9068,0,2,0
1.408,5.063,4.2513,2.0534,8.9286,1.9895,3.4986,2.2693,0,2,0
1.2069,7.9425,7.8781,4.645,8.8686,1.1579,3.8675,2.5358,0,2,0
0.86424,4.3433,6.0239,2.8823,6.6256,0.76784,2.5245,2.1864,0,2,0
0.97588,2.7723,6.2918,2.4795,6.0787,2.3369,1.8116,1.7936,0,2,0
0.90091,2.2604,4.2703,1.556,6.5854,2.1415,2.1034,1.5989,0,2,0
2.7286,3.4904,7.4144,1.6961,11.769,4.3852,2.6561,1.7601,0,2,0
3.0149,3.0871,8.9297,1.965,10.916,5.2556,3.1741,2.0087,0,2,0
2.8396,3.4507,5.8389,1.2293,10.232,4.3722,4.6932,2.3102,0,2,0
2.9901,2.5742,6.9379,1.375,7.8737,2.5522,1.9951,2.1558,0,2,0
1.7631,3.3384,7.948,1.1958,8.2789,2.4447,2.324,1.5994,0,2,0
3.0863,3.6667,6.2068,1.9447,12.906,3.1574,3.6521,2.3236,0,2,0
1.957,3.9144,5.7397,2.6478,8.6252,1.9374,4.5454,3.64,0,2,0
2.6316,3.2783,6.2636,2.3093,8.0665,2.2753,2.8843,2.3966,0,2,0
3.3259,3.115,8.4516,1.2906,9.7974,1.7322,1.9873,2.3011,0,2,0
2.3914,4.144,6.9898,2.6201,9.0409,2.2936,2.7532,1.7686,0,2,0
1.725,8.4325,6.7211,4.1181,9.1965,1.5043,6.7697,4.8215,0,2,0
2.3321,4.3635,7.1082,3.5688,11.149,2.8179,6.4799,4.0755,0,2,0
1.6701,6.4486,9.9174,3.1356,8.9534,1.0715,4.8122,2.9051,0,2,0
1.4892,5.2753,11.903,3.4679,9.7497,2.0059,2.3723,4.225,0,2,0
0.88724,3.5439,4.516,2.6352,4.9556,0.86521,3.4002,2.8643,0,2,0
2.6762,5.4224,8.2789,4.7989,10.264,2.4184,3.3938,3.8167,0,2,0
1.971,4.5784,10.365,3.8414,9.1324,1.9008,3.8959,4.0145,0,2,0
2.1849,5.102,10.054,2.8319,10.059,2.4193,3.9958,2.0935,0,2,0
5.9945,7.2625,12.8,4.6276,22.658,6.8423,5.4352,3.8408,0,2,0
1.8501,2.8947,6.482,3.2908,7.0102,1.6719,2.8151,2.7695,0,2,0
2.5668,5.7357,6.5,3.4837,8.8874,1.7989,4.115,3.7191,0,2,0
0.95445,4.6502,8.8961,2.2188,7.0919,0.87372,2.7138,2.812,0,2,0
0.99225,3.2481,4.7978,2.5589,5.0665,1.4369,1.9917,3.7214,0,2,0
1.216,2.326,5.9206,1.9693,8.0025,3.3549,2.3051,2.2863,0,2,0
1.442,2.8948,5.477,2.3414,7.1322,2.8157,2.8197,2.1763,0,2,0
1.074,2.6962,6.4704,1.6951,4.7092,0.70602,2.0573,1.7406,0,2,0
2.0992,3.7395,5.3007,2.4418,10.073,3.6384,4.0351,1.7554,0,2,0
1.4166,2.2188,5.7121,2.4193,7.8564,1.6038,2.7895,2.5985,0,2,0
1.6437,2.8535,5.5753,1.6225,9.2944,4.2066,3.6721,2.1041,0,2,0
2.3603,3.8162,5.6903,1.7638,10.642,2.4424,3.7535,3.173,0,2,0
1.5133,2.3298,5.7449,1.9061,5.904,1.7686,2.7913,1.5191,0,2,0
1.6489,3.3619,5.1253,1.4691,6.4497,2.3144,1.822,2.006,0,2,0
2.5334,2.3065,6.995,1.3442,8.0819,3.4764,2.0018,1.8232,0,2,0
3.2356,2.8886,6.8768,1.1913,10.219,3.0412,1.9212,2.1095,0,2,0
1.1659,3.1513,4.9474,1.8025,6.0544,2.1106,2.0341,1.4324,0,2,0
1.0414,5.825,8.561,2.433,7.1856,2.1151,5.9119,2.6225,0,2,0
3.5827,2.3852,10.823,2.841,9.2712,1.5791,2.3397,2.6376,0,2,0
3.3502,3.9705,8.0134,3.7643,13.324,4.4403,4.5381,1.9792,0,2,0
2.1554,7.105,4.4661,2.5276,9.4111,2.448,6.0396,3.379,0,2,0
2.7164,6.6003,8.7941,4.3593,9.46,1.8519,3.5624,3.3556,0,2,0
1.9785,5.1828,5.8079,3.094,9.1366,1.7515,3.7183,2.1716,0,2,0
2.1772,2.85,6.8583,4.807,9.7896,1.6972,3.0856,2.9149,0,2,0
1.1098,3.85,4.4048,3.6004,6.3543,1.8257,2.8692,3.5429,0,2,0
2.4562,6.6418,11.658,5.8648,11.601,1.6216,3.2935,4.8945,0,2,0
5.8735,7.5731,10.415,4.8422,16.608,3.5138,4.4114,3.012,0,2,0
1.7631,2.7295,4.7081,1.4314,7.3608,2.7891,1.5017,1.6885,0,2,0
1.5383,2.7204,3.7441,1.0871,6.9229,2.8934,2.6782,1.5544,0,2,0
2.2419,3.4654,8.37,1.4596,8.098,1.1757,2.8845,1.6883,0,2,0
1.0488,5.2242,4.0944,2.2069,5.6125,1.1839,4.7468,1.8936,0,2,0
7.4816,4.3696,12.722,2.4417,17.811,3.7919,3.9662,2.1595,0,2,0
3.9778,7.4573,13.693,2.5799,21.239,6.8464,5.1135,3.1719,0,2,0
1.6411,3.9402,4.5551,2.0801,6.3756,1.1133,3.4297,2.3217,0,2,0
2.6446,5.2686,11.813,2.1652,12.728,3.1448,3.6985,1.5588,0,2,0
3.2543,5.6042,7.268,3.7827,11.666,2.2152,5.5211,2.1008,0,2,0
2.7498,5.2167,6.8928,1.8399,9.0365,1.0075,3.898,1.9146,0,2,0
1.0789,4.2082,7.108,2.2574,8.6174,2.1444,2.6638,2.2166,0,2,0
1.8885,3.3813,11.532,4.8176,8.8534,3.2498,3.3289,3.3943,0,2,0
1.5389,8.435,10.29,3.4233,11.541,1.9868,6.9865,3.995,0,2,0
1.4281,4.8166,12.869,3.1428,8.1956,1.3073,3.2987,2.1211,0,2,0
2.1405,5.9359,10.552,2.8298,9.2131,1.688,4.7307,2.4149,0,2,0
1.7203,2.9305,8.6674,2.6985,6.9298,1.8867,3.2531,1.847,0,2,0
2.2785,5.2962,10.007,4.6849,11.054,1.9239,4.5444,2.9324,0,2,0
5.03,7.6819,12.276,3.5468,15.797,2.9072,5.214,3.6789,0,2,0
1.5203,3.7554,11.097,2.755,7.641,1.2844,2.4466,2.1762,0,2,0
1.1749,4.4669,6.2692,1.9957,7.6262,3.128,3.8687,1.5804,0,2,0
1.685,4.9699,6.5413,4.5095,12.964,3.8817,4.8035,2.9833,0,2,0
5.5735,8.0706,28.179,3.2873,20.739,1.8893,6.6451,3.8546,0,2,0
4.1228,7.1262,25.502,2.5338,13.966,2.1884,4.4613,3.1813,0,2,0
2.276,3.6744,9.4896,2.8996,11.367,2.4662,1.7494,3.3309,0,2,0
6.4845,6.0301,11.24,4.3251,17.659,3.0356,3.0253,4.9566,0,2,0
1.6845,4.7564,9.4032,2.3553,8.9254,1.2924,3.4178,2.1396,0,2,0
1.3407,2.7055,5.8098,1.1506,6.3057,0.96135,1.6438,1.4601,0,2,1
1.3465,3.3261,5.5283,1.1354,7.6144,1.8798,1.4156,1.7028,0,2,1
2.7274,2.6428,5.53,1.5798,7.9687,2.6503,2.3838,1.4119,0,2,1
0.91729,5.8933,8.9947,3.7737,8.599,1.1963,4.557,2.9752,0,2,1
1.5324,3.8312,15.084,4.2191,9.6529,2.3687,2.8945,4.0662,0,2,1
1.8201,2.8186,5.0874,1.7032,8.7002,1.1819,3.1082,1.2273,0,2,1
1.7714,3.635,4.2736,2.5112,9.0929,1.7456,5.4865,2.963,0,2,1
3.5407,3.5567,4.2311,2.0917,8.9894,2.3355,2.3495,2.2459,0,2,1
2.1568,3.2087,6.3255,3.4939,7.135,1.2021,3.1467,2.3666,0,2,1
1.9578,3.0971,4.3593,2.2569,8.1627,1.7209,2.3598,2.0913,0,2,1
2.755,4.8783,6.9544,4.5014,10.959,3.5744,2.4796,2.7753,0,2,1
2.4944,4.8694,8.643,3.1655,11.614,2.6308,4.0426,1.9172,0,2,1
1.4666,6.8882,6.2152,3.7709,8.9144,2.9265,4.2289,3.7529,0,2,1
3.1799,6.6687,9.0448,2.8107,12.369,1.6503,6.2014,3.022,0,2,1
1.8146,7.4857,12.784,6.1514,11.441,2.1083,5.3036,7.1383,0,2,1
1.3231,5.2976,6.0764,2.5917,8.2929,1.647,4.202,2.7573,0,2,1
1.1739,3.2968,1.2656,3.9487,5.6663,1.0888,1.6383,1.2265,0,3,0
1.3974,3.2828,1.2646,4.7982,7.0376,2.0951,2.0335,1.3391,0,3,0
0.63231,2.7365,0.85128,5.9693,4.7999,0.82436,1.6273,1.1249,0,3,0
1.1209,2.8087,1.1318,4.8971,5.2128,0.73389,1.8365,1.7992,0,3,0
0.73398,3.2719,0.88619,4.7925,5.8416,1.8172,2.9295,2.0254,0,3,0
1.0211,3.6937,1.2419,5.9323,8.3179,2.2619,2.4984,1.607,0,3,0
1.101,2.7158,1.1499,5.8249,6.3222,1.0195,1.6185,1.4591,0,3,0
0.68609,3.1988,1.0577,5.2985,10.196,5.3246,2.9914,1.15,0,3,0
0.89561,2.8124,0.97515,5.7355,4.7095,0.81003,2.1689,1.3549,0,3,0
0.84796,3.3345,1.1559,5.6333,7.5411,1.854,1.3882,1.7455,0,3,0
0.68164,3.045,1.1607,3.6532,5.2772,1.0918,2.0872,1.1549,0,3,0
0.96407,4.0589,1.6351,10.729,16.006,6.1579,4.3042,2.6316,0,3,0
0.96514,4.0339,1.0354,5.6089,10.238,3.2796,2.8094,1.7218,0,3,0
0.51722,3.6084,1.4145,11.028,10.429,4.5168,3.4485,1.425,0,3,0
1.5057,3.0154,1.3355,8.9376,9.8358,3.4547,2.5073,1.5117,0,3,0
1.1045,2.9759,1.2172,5.0621,6.3358,1.7156,2.1623,1.5373,0,3,0
1.129,2.397,1.4356,12.853,7.7233,2.8267,1.9123,2.3574,0,3,0
0.64881,3.2849,1.1127,6.3038,8.3999,2.7795,2.9398,1.6973,0,3,0
1.4179,3.431,1.4817,6.7812,6.6954,1.3394,2.6504,1.7725,0,3,0
1.0913,3.8287,2.1464,5.336,7.4069,1.5981,4.3724,1.6821,0,3,0
2.2118,3.6135,1.5369,6.646,7.6417,1.1421,3.2357,1.743,0,3,0
1.259,4.8971,1.5606,5.4243,13.227,2.7667,3.5104,2.1709,0,3,0
0.83178,3.5441,1.6034,7.0741,6.3896,0.77481,2.1441,1.8616,0,3,0
1.558,5.0552,2.1197,4.3787,8.7938,1.9911,3.5043,2.2605,0,3,0
1.9768,8.0211,4.5143,7.792,8.9603,1.2323,3.9393,2.4423,0,3,0
1.7382,4.287,2.897,6.0783,6.7166,0.7729,2.5184,2.1704,0,3,0
0.52993,2.2092,1.5828,4.2577,6.5874,2.1531,2.0091,1.6635,0,3,0
1.9364,3.4624,1.6656,7.1582,11.942,4.332,2.6488,1.7461,0,3,0
0.82243,3.04,2.0232,8.6884,10.872,5.4298,3.1896,2.0014,0,3,0
0.71836,2.4962,1.3875,6.8268,8.0405,2.6661,1.976,2.1701,0,3,0
0.93502,2.5961,1.6037,5.4974,7.7289,2.6397,2.4401,1.4037,0,3,0
0.78229,3.3328,1.1644,7.9267,8.1942,2.3955,2.3501,1.5849,0,3,0
1.2083,3.6468,1.9288,5.8728,13.35,3.3075,3.6151,2.2918,0,3,0
1.5685,3.8915,2.5211,5.6647,8.6194,1.9157,4.5895,3.5339,0,3,0
0.69585,3.2773,2.2821,5.9981,8.3343,2.3588,2.8532,2.4262,0,3,0
0.96237,3.1297,1.2899,8.4117,10.02,1.7316,1.985,2.2903,0,3,0
0.77486,4.1123,2.6074,7.0005,8.7146,2.1085,2.7927,1.7228,0,3,0
2.194,6.0357,3.8249,8.9009,8.6947,1.2477,4.5649,2.9078,0,3,0
1.3618,8.7619,4.0847,6.641,9.3325,1.5383,7.1086,4.5546,0,3,0
1.4418,4.4459,3.5095,7.0432,11.381,2.8945,6.6156,4.1029,0,3,0
1.8051,6.464,3.0926,9.9812,9.1842,1.1097,4.9688,2.7748,0,3,0
1.6466,5.3822,3.4019,11.848,9.7041,1.9943,2.4191,4.1715,0,3,0
0.83443,3.5991,2.5771,4.5695,5.0226,0.86223,3.3177,2.9106,0,3,0
3.2148,3.8379,4.1409,14.873,9.9556,2.5086,2.8669,4.0479,0,3,0
2.4395,5.8332,4.7198,8.1791,10.82,2.5729,3.424,3.8247,0,3,0
1.3406,5.31,2.7663,9.9837,10.417,2.4633,3.9949,2.041,0,3,0
1.7388,7.2111,4.5675,13.164,22.341,6.718,5.4891,3.788,0,3,0
0.8168,2.9309,3.169,6.4597,7.1379,1.693,2.9044,2.7301,0,3,0
0.56397,2.8571,1.6706,5.0378,8.8908,1.1753,3.1238,1.231,0,3,0
0.96824,5.789,3.5174,6.4493,8.8703,1.7682,4.2337,3.6206,0,3,0
1.4486,3.6611,2.4424,4.1574,9.2945,1.7645,5.6327,2.8458,0,3,0
1.9894,4.6327,2.1868,8.7914,7.3601,0.85326,2.7677,2.7703,0,3,0
0.65898,3.1294,2.5795,4.8955,5.0399,1.3757,1.9533,3.779,0,3,0
1.1015,2.3235,1.9869,5.9933,8.0253,3.4483,2.2995,2.2878,0,3,0
0.44636,2.8388,2.2566,5.4028,7.1492,2.8068,2.8463,2.1289,0,3,0
1.0698,2.6965,1.6668,6.3311,4.8772,0.78814,2.0373,1.7923,0,3,0
0.75046,3.709,2.4168,5.2562,10.188,3.6211,4.0797,1.7031,0,3,0
0.57495,2.2116,2.4497,5.7007,7.7536,1.5395,2.7663,2.6366,0,3,0
0.6808,2.8853,1.6465,5.4387,9.4448,4.1929,3.7223,2.1156,0,3,0
2.1654,3.9028,1.7588,5.6191,10.81,2.4688,3.828,3.1255,0,3,0
0.50498,2.3481,1.9325,5.6811,5.9521,1.863,2.7428,1.5626,0,3,0
1.1818,3.6013,2.0886,4.2429,9.0919,2.3464,2.3867,2.2195,0,3,0
1.0298,3.3753,1.4701,5.0297,6.5895,2.3861,1.8307,2.0181,0,3,0
0.34901,2.2397,1.3354,6.8372,8.1592,3.5009,2.0049,1.8165,0,3,0
0.74949,2.8633,1.1671,6.6324,10.519,3.2029,1.8968,2.116,0,3,0
0.47628,3.1898,1.8204,4.9368,6.1,2.0844,2.0051,1.4387,0,3,0
1.0416,5.9577,2.4639,8.5154,7.3822,2.2467,5.983,2.6245,0,3,0
1.172,3.1611,3.4396,6.1949,7.2738,1.191,3.2206,2.3395,0,3,0
0.97803,3.1671,2.2414,4.2905,8.2199,1.6906,2.3747,2.05,0,3,0
1.7214,5.043,4.4552,6.8069,11.275,3.7363,2.4483,2.7445,0,3,0
1.4382,2.4573,2.7576,11.015,8.9676,1.4884,2.4146,2.5722,0,3,0
1.0594,4.1847,3.9945,8.214,13.839,4.646,4.7458,1.9443,0,3,0
0.86755,7.1958,2.4444,4.5297,9.3014,2.462,6.1267,3.2295,0,3,0
2.3498,6.8561,4.2616,8.7531,9.7596,1.8956,3.5623,3.3158,0,3,0
1.639,5.366,3.0094,5.8467,9.1169,1.7168,3.8217,2.0767,0,3,0
2.3364,4.986,3.119,8.6095,11.584,2.587,4.0859,1.8859,0,3,0
0.9253,2.9075,4.6803,6.9744,10.077,1.7963,3.2115,2.8246,0,3,0
0.95305,3.9262,3.5016,4.3112,6.4427,1.9023,2.8476,3.5091,0,3,0
2.4166,6.9089,5.8505,11.15,12.271,1.7358,3.4112,4.7405,0,3,0
